SCAN_NAME,ws62,stdev62,wd60
201108060630,4.24,0.4,95.43
201108060640,3.29,0.75,101.33
201108060650,2.33,0.44,86.63
201108060700,2.45,0.71,50.4
201108060710,2.01,0.45,51.99
201108060720,1.55,0.61,37.51
201108060730,1.82,0.31,32.97
201108060740,3.34,0.96,27.25
201108060750,5.83,0.34,48.11
201108060800,6.33,0.5,56.39
201108060810,7.56,0.8,61.33
201108060820,7.42,0.87,66.23
201108060830,6.26,0.66,67.03
201108060840,5.29,0.8,64.23
201108060850,5.37,0.6,72.03
201108060900,5.42,0.88,77.33
201108060910,4.85,0.79,90.43
201108060920,4.73,1.14,89.43
201108060930,9.04,1.03,72.83
201108060940,9.69,0.89,69.53
201108060950,8.15,1.06,64.23
201108061000,6.52,0.67,55.87
201108061010,8.34,1.32,56.02
201108061020,11.58,1.32,56.04
201108061030,11.29,1.24,59.51
201108061040,12.24,0.98,62.43
201108061050,11.67,1.39,60.83
201108061100,12.78,0.92,59.79
201108061110,11.93,1.36,54.42
201108061120,12.92,1.11,57.33
201108061130,12.31,1.17,53.64
201108061140,12.43,1.04,54.16
201108061150,11.94,1.08,54.15
201108061200,10.51,1.09,54.13
201108061210,11.42,1.02,52.4
201108061220,11.6,0.9,56.73
201108061230,11.6,1.01,52.04
201108061240,11.68,0.97,52.72
201108061250,11.01,1.06,57.59
201108061300,10.67,1.5,52.56
201108061310,11.1,1.01,56.39
201108061320,10.01,1.19,52.6
201108061330,9.12,0.82,57.12
201108061340,9.51,1.15,53.97
201108061350,7.08,1.07,42.63
201108061400,5.99,1.08,39.34
201108061410,5.96,1.08,37.84
201108061420,4.89,1.23,57.97
201108061430,5.25,0.98,48.4
201108061440,4.49,0.88,42.39
201108061450,5.59,0.89,47.12
201108061500,5.69,1,55.36
201108061510,5.64,0.84,59.65
201108061520,6.59,0.91,61.43
201108061530,6.39,0.87,47.8
201108061540,7.62,0.92,51.7
201108061550,7.42,0.88,49.3
201108061600,7.14,0.82,56.91
201108061610,6.63,0.87,49.4
201108061620,5.95,0.69,46.18
201108061630,7.1,1.24,52.03
201108061640,7.28,1.04,44.87
201108061650,7.14,1.27,45.84
201108061700,5.47,0.92,45.51
201108061710,6.3,0.84,44.81
201108061720,7.72,1.83,53.72
201108061730,9.3,0.82,59.21
201108061740,9.99,0.95,62.63
201108061750,6.36,1.12,47.73
201108061800,5.4,0.66,48.65
201108061810,4.93,0.72,54.24
201108061820,6.53,0.55,57.76
201108061830,4.2,0.49,34.41
201108061840,3.56,0.5,39.25
201108061850,3.09,0.42,41.63
201108061900,3.04,0.31,40.92
201108061910,2.9,0.48,42.94
201108061920,2.89,0.28,57.33
201108061930,3.44,0.38,64.13
201108061940,3.42,0.31,74.03
201108061950,3.41,0.32,71.43
201108062000,3.12,0.33,78.03
201108062010,3.53,0.33,83.43
201108062020,3.68,0.28,84.83
201108062030,3.93,0.56,89.13
201108062040,3.53,0.47,82.93
201108062050,2.66,0.73,90.43
201108062100,2.5,0.44,155.13
201108062110,2.29,0.47,170.93
201108062120,2.24,0.46,157.83
201108062130,1.65,0.34,124.83
201108062140,1.49,0.3,66.53
201108062150,1.18,0.22,75.53
201108062200,1.67,0.65,86.93
201108062210,2.31,0.36,84.63
201108062220,2.18,0.29,87.73
201108062230,2.75,0.52,73.43
201108062240,3.13,0.37,72.43
201108062250,3.21,0.43,77.23
201108062300,3.68,0.34,75.03
201108062310,4.35,0.54,73.73
201108062320,5.59,0.56,62.43
201108062330,6.47,0.6,63.03
201108062340,6.6,0.47,54.53
201108062350,7.24,0.49,51.6
201108070000,7.05,0.44,52.02
201108070010,7.48,0.58,47.06
201108070020,7.27,0.73,47.71
201108070030,7.01,0.92,57.82
201108070040,6.82,0.7,67.13
201108070050,7.72,0.93,60.53
201108070100,7.04,0.88,65.53
201108070110,8.73,1.17,60.53
201108070120,9.02,0.93,63.43
201108070130,8.23,0.74,57.71
201108070140,8.14,0.91,57.62
201108070150,7.07,1.19,50.89
201108070200,8.44,0.56,35.87
201108070210,9.13,0.65,31.01
201108070220,9.18,0.55,34.79
201108070230,11.18,0.58,31.05
201108070240,10.64,0.59,35.6
201108070250,9.58,0.94,30.25
201108070300,9.1,0.74,26.02
201108070310,9.41,0.91,31.4
201108070320,9.32,0.77,29.49
201108070330,9.97,0.59,35.49
201108070340,10.56,0.36,34.26
201108070350,10.51,0.56,34.72
201108070400,10.31,0.6,35.99
201108070410,9.59,0.86,33.77
201108070420,11.12,0.77,43.43
201108070430,12.03,0.58,38.88
201108070440,11.7,0.47,41.03
201108070450,11.88,0.59,42.84
201108070500,10.46,0.75,37.3
201108070510,10.05,0.5,41.27
201108070520,10.79,0.54,40.32
201108070530,10.95,0.58,33.17
201108070540,11.55,0.48,42.82
201108070550,11.97,0.44,40.65
201108070600,11.12,0.43,38.33
201108070610,11.19,0.33,39.24
201108070620,11.56,0.48,40.05
201108070630,11.61,0.45,38.93
201108070640,12.04,0.48,39.19
201108070650,11.69,0.47,39.23
201108070700,12.02,0.52,41.42
201108070710,11.8,0.71,38.58
201108070720,12.55,0.62,40.4
201108070730,12.44,0.4,36.81
201108070740,12.57,0.47,39.71
201108070750,12.67,0.46,37.54
201108070800,12.67,0.49,38.86
201108070810,13.22,0.5,40.53
201108070820,12.97,0.62,41.51
201108070830,12.45,0.64,40.26
201108070840,12.73,0.54,41.94
201108070850,12.47,0.44,42.26
201108070900,11.84,0.44,41.68
201108070910,11.22,0.54,40.06
201108070920,11.01,0.54,38.56
201108070930,10.63,0.48,38.03
201108070940,10.54,0.56,37.52
201108070950,10.1,0.72,36.18
201108071000,9.57,0.68,36.89
201108071010,8.8,0.77,37.1
201108071020,8.39,0.69,35.83
201108071030,8.82,0.89,35.47
201108071040,9.26,1.17,39.35
201108071050,9.39,1.16,43.53
201108071100,10.76,1.13,41.04
201108071110,10.65,0.93,37.87
201108071120,9.49,1.06,39.24
201108071130,10.1,1.11,35.25
201108071140,10.69,1.26,34.68
201108071150,10.65,1.11,36.04
201108071200,10.7,1.08,34.02
201108071210,10.44,1.29,28.9
201108071220,11.47,0.87,32.19
201108071230,10.63,0.96,32.18
201108071240,10.35,0.77,33.1
201108071250,9.63,0.96,35.01
201108071300,9.38,0.98,35.85
201108071310,8.43,0.94,31.43
201108071320,7.53,0.72,26.22
201108071330,8.03,0.98,30.46
201108071340,6.93,0.9,25.47
201108071350,7.07,0.66,33.14
201108071400,6.67,0.71,34.92
201108071410,6.29,0.59,38.18
201108071420,5.67,0.71,36.74
201108071430,4.54,0.75,22.33
201108071440,4.12,0.68,30.16
201108071450,4.57,0.58,33.67
201108071500,4.11,0.6,30.8
201108071510,4.14,0.5,26.18
201108071520,3.54,0.56,21.79
201108071530,3.55,0.52,24.29
201108071540,3.46,0.58,18.86
201108071550,3.13,0.72,32.79
201108071600,3.63,0.46,15.78
201108071610,3.1,0.7,12.66
201108071620,3.2,0.85,2.96
201108071630,3.68,0.49,1.58
201108071640,3.53,0.55,2.33
201108071650,3.13,0.62,3.67
201108071700,3.76,0.57,328.43
201108071710,3.25,0.82,295.53
201108071720,3.02,0.42,271.23
201108071730,4.12,0.39,239.53
201108071740,4.91,0.39,223.33
201108071750,5.88,0.39,218.03
201108071800,6.01,0.25,209.33
201108071810,6.34,0.17,205.63
201108071820,6.42,0.18,203.33
201108071830,6.47,0.16,201.03
201108071840,6.84,0.21,195.13
201108071850,6.56,0.53,194.93
201108071900,7.82,0.28,187.73
201108071910,8.93,0.29,173.13
201108071920,9.7,0.32,172.73
201108071930,9.41,0.32,169.23
201108071940,9.81,0.32,167.83
201108071950,10.52,0.44,163.43
201108072000,10.7,0.31,159.13
201108072010,10.65,0.3,157.23
201108072020,9.59,0.4,152.13
201108072030,9.03,0.78,147.03
201108072040,6.95,0.79,126.73
201108072050,6.24,0.63,125.43
201108072100,7.07,0.23,115.03
201108072110,6.85,0.25,108.33
201108072120,6.44,0.41,106.03
201108072130,6.09,0.19,99.23
201108072140,5.7,0.23,91.63
201108072150,5.61,0.21,91.33
201108072200,5.51,0.25,92.63
201108072210,4.98,0.2,97.53
201108072220,4.46,0.3,90.73
201108072230,3.73,0.37,87.33
201108072240,3.88,0.29,71.43
201108072250,4.08,0.35,70.93
201108072300,4.23,0.3,67.53
201108072310,3.37,0.27,34.71
201108072320,2.53,0.37,42.63
201108072330,1.12,0.44,44.02
201108072340,1.22,0.69,138.03
201108072350,1.1,0.5,153.53
201108080000,0.84,0.5,199.93
201108080010,0.56,0.3,198.73
201108080020,0.41,0.23,198.63
201108080030,0.63,0.22,198.63
201108080040,1.19,0.28,218.33
201108080050,1.46,0.39,227.53
201108080100,1.96,0.45,228.23
201108080110,2.39,0.21,213.13
201108080120,2.39,0.18,190.33
201108080130,2.45,0.27,166.53
201108080140,3.4,0.49,156.73
201108080150,4.5,0.17,150.03
201108080200,4.37,0.27,133.63
201108080210,5.09,0.39,136.43
201108080220,5.63,0.44,143.63
201108080230,5.05,0.27,147.73
201108080240,4.36,0.48,149.03
201108080250,4.29,0.6,144.63
201108080300,5.02,0.2,141.53
201108080310,5.08,0.27,141.63
201108080320,5.26,0.17,132.63
201108080330,5.59,0.25,126.03
201108080340,3.47,0.86,195.73
201108080350,2.52,0.56,198.63
201108080400,2.27,0.24,196.43
201108080410,2.27,0.27,204.63
201108080420,1.85,0.27,193.13
201108080430,2.33,0.22,230.33
201108080440,3.69,0.38,232.43
201108080450,4.02,0.26,230.23
201108080500,4.09,0.66,234.43
201108080510,3.38,0.46,233.63
201108080520,3.29,0.38,225.03
201108080530,2.98,0.46,224.43
201108080540,3.19,0.3,212.93
201108080550,3.17,0.24,200.23
201108080600,2.97,0.21,180.53
201108080610,3.19,0.52,200.03
201108080620,4.86,0.42,191.93
201108080630,4.52,0.24,188.63
201108080640,3.73,0.41,176.13
201108080650,3.55,0.29,146.53
201108080700,3.18,0.24,134.93
201108080710,3.73,0.6,148.53
201108080720,4.43,0.26,150.33
201108080730,5.18,0.3,148.03
201108080740,5.45,0.21,149.23
201108080750,5.39,0.26,147.63
201108080800,5.07,0.34,143.53
201108080810,4.51,0.19,137.53
201108080820,4.48,0.17,135.33
201108080830,3.88,0.25,117.43
201108080840,3.75,0.18,102.73
201108080850,3.76,0.18,97.03
201108080900,3.37,0.21,88.23
201108080910,3.55,0.26,84.23
201108080920,3.56,0.23,87.33
201108080930,3.63,0.27,95.43
201108080940,3.82,0.22,101.83
201108080950,3.89,0.29,105.33
201108081000,4.17,0.23,102.23
201108081010,4.1,0.21,102.13
201108081020,4.28,0.18,104.03
201108081030,3.78,0.32,98.03
201108081040,3.24,0.45,94.43
201108081050,2.26,0.46,89.53
201108081100,1.94,0.41,104.63
201108081110,1.63,0.31,154.13
201108081120,1.86,0.4,150.83
201108081130,2.09,0.62,152.13
201108081140,1.63,0.64,166.03
201108081150,1.93,0.63,216.53
201108081200,2.17,0.67,223.73
201108081210,2.82,0.51,236.33
201108081220,2.26,0.7,239.53
201108081230,3.02,0.61,250.33
201108081240,3.35,0.4,246.23
201108081250,3.01,0.51,257.23
201108081300,3.04,0.48,260.83
201108081310,3.09,0.47,271.33
201108081320,3.46,0.5,272.43
201108081330,4.29,0.7,254.63
201108081340,4.42,0.49,235.03
201108081350,4.31,0.49,228.33
201108081400,4.44,0.46,232.43
201108081410,4.5,0.59,236.93
201108081420,5.27,0.69,233.93
201108081430,4.78,0.69,233.53
201108081440,4.87,0.53,235.43
201108081450,5.02,0.56,234.13
201108081500,5.24,0.66,226.13
201108081510,5.67,0.75,225.23
201108081520,5.59,0.64,217.93
201108081530,5.54,0.43,204.93
201108081540,5.05,0.59,202.93
201108081550,5.17,0.68,200.33
201108081600,5.05,0.67,198.83
201108081610,5.49,0.59,202.33
201108081620,6.02,0.52,197.13
201108081630,6.79,0.55,190.93
201108081640,6.49,0.53,187.13
201108081650,6.24,0.56,184.13
201108081700,6.49,0.5,181.83
201108081710,6.55,0.58,183.63
201108081720,5.99,0.53,182.73
201108081730,4.97,0.47,171.23
201108081740,5.05,0.56,168.23
201108081750,6.1,0.31,175.33
201108081800,5.91,0.54,175.03
201108081810,5.87,0.42,178.63
201108081820,5.02,0.67,178.03
201108081830,3.67,1.03,191.63
201108081840,2.39,0.57,207.83
201108081850,1.98,0.6,214.53
201108081900,2.33,0.5,201.23
201108081910,2.11,0.35,175.43
201108081920,2.62,0.5,179.53
201108081930,2.57,0.28,181.63
201108081940,2.62,0.52,158.13
201108081950,3.28,0.44,153.33
201108082000,3.01,0.33,162.73
201108082010,2.81,0.43,174.23
201108082020,2.91,0.37,174.43
201108082030,2.32,0.49,199.93
201108082040,2.21,0.41,200.53
201108082050,2.49,0.39,202.53
201108082100,1.99,0.42,211.13
201108082110,2.27,0.38,190.53
201108082120,1.21,0.38,210.53
201108082130,1.3,0.25,252.93
201108082140,1.37,0.26,244.03
201108082150,1.4,0.24,232.03
201108082200,1.99,0.24,245.63
201108082210,2.44,0.2,222.93
201108082220,1.87,0.18,229.83
201108082230,1.53,0.45,214.13
201108082240,1.23,0.3,216.63
201108082250,0.7,0.2,217.63
201108082300,0.96,0.2,217.53
201108082310,1.33,0.17,199.23
201108082320,1.66,0.23,122.63
201108082330,2.28,0.21,112.73
201108082340,3.09,0.29,88.83
201108082350,2.86,0.36,84.83
201108090000,2.39,0.27,88.23
201108090010,1.56,0.35,100.33
201108090020,2,0.63,86.93
201108090030,2.85,0.27,39.17
201108090040,2.34,0.23,19.95
201108090050,2.1,0.29,22.49
201108090100,1.9,0.2,6.78
201108090110,2.01,0.18,355.97
201108090120,1.86,0.13,356.04
201108090130,1.88,0.15,358.94
201108090140,1.37,0.22,354.34
201108090150,1.28,0.22,354.33
201108090200,1.39,0.18,348.02
201108090210,1.06,0.17,343.75
201108090220,0.83,0.19,344
201108090230,0.86,0.2,344
201108090240,1.24,0.19,345.9
201108090250,1.28,0.22,3.22
201108090300,1.2,0.31,13.73
201108090310,1.85,0.14,40.21
201108090320,2.07,0.16,50.34
201108090330,1.76,0.27,49.35
201108090340,2.3,0.32,47.26
201108090350,1.99,0.29,44.35
201108090400,2.09,0.23,30.79
201108090410,2.03,0.17,14.76
201108090420,1.78,0.21,354.48
201108090430,1.33,0.16,352.39
201108090440,1.16,0.17,352.1
201108090450,1.06,0.21,352.1
201108090500,0.87,0.15,352.1
201108090510,0.32,0.14,352.1
201108090520,0.89,0.16,352.11
201108090530,1.12,0.16,352.45
201108090540,1.37,0.15,352.55
201108090550,1.23,0.29,352.58
201108090600,0.84,0.23,352.59
201108090610,0.5,0.26,352.59
201108090620,0.85,0.39,352.36
201108090630,0.74,0.29,352.05
201108090640,0.95,0.16,352.05
201108090650,0.67,0.26,352.05
201108090700,0.76,0.22,352.05
201108090710,1.29,0.17,333.13
201108090720,1.39,0.23,234.23
201108090730,0.92,0.21,223.83
201108090740,1.18,0.4,212.53
201108090750,1.93,0.17,118.33
201108090800,1.68,0.27,110.23
201108090810,1.25,0.19,94.53
201108090820,1.36,0.24,93.13
201108090830,2.02,0.43,82.03
201108090840,3.04,0.21,74.93
201108090850,3.09,0.15,76.73
201108090900,3.01,0.16,77.03
201108090910,3.28,0.2,72.03
201108090920,3.37,0.17,66.33
201108090930,3.43,0.45,55.06
201108090940,3.78,0.43,55.23
201108090950,4.01,0.41,60.53
201108091000,3.07,0.35,58.61
201108091010,2.74,0.22,68.43
201108091020,3.37,0.38,61.13
201108091030,2.9,0.31,54.59
201108091040,2.99,0.3,47.77
201108091050,1.58,0.57,30.9
201108091100,1.09,0.29,50.45
201108091110,1.13,0.4,56.65
201108091120,1.12,0.37,45.49
201108091130,1.34,0.36,53.4
201108091140,1.01,0.36,10.55
201108091150,1.31,0.47,29.59
201108091200,1.25,0.52,355.14
201108091210,1.13,0.56,28.88
201108091220,1.1,0.38,353.3
201108091230,0.87,0.39,40.84
201108091240,1.23,0.34,254.33
201108091250,1.15,0.44,240.63
201108091300,1.44,0.59,240.23
201108091310,2.31,0.97,235.73
201108091320,2.94,0.67,241.33
201108091330,3.9,1.04,236.93
201108091340,4.26,0.61,216.03
201108091350,4.02,0.56,210.33
201108091400,4.83,0.48,211.83
201108091410,4.78,0.55,209.23
201108091420,4.74,0.5,211.13
201108091430,5.19,0.68,213.73
201108091440,5.3,0.43,207.83
201108091450,5.54,0.64,207.63
201108091500,6.35,0.71,204.73
201108091510,6.89,0.63,200.53
201108091520,7.37,0.56,199.33
201108091530,7.49,0.5,198.53
201108091540,7.67,0.62,200.93
201108091550,7.24,0.53,198.83
201108091600,6.69,0.59,197.83
201108091610,6.31,0.58,198.03
201108091620,5.88,0.6,195.33
201108091630,6.5,0.54,191.43
201108091640,6.81,0.59,187.03
201108091650,6.55,0.73,186.43
201108091700,6.72,0.62,184.73
201108091710,6.8,0.54,182.53
201108091720,6.16,0.6,171.13
201108091730,5.72,0.49,166.63
201108091740,6.26,0.45,169.13
201108091750,6.97,0.44,170.03
201108091800,6.42,0.68,172.13
201108091810,7.33,0.54,168.93
201108091820,7.78,0.5,165.63
201108091830,8.07,0.45,165.83
201108091840,7.32,0.57,165.43
201108091850,5.82,0.72,165.63
201108091900,3.31,0.87,170.93
201108091910,2.7,0.44,179.13
201108091920,3.08,0.38,180.23
201108091930,2.48,0.39,190.13
201108091940,2.56,0.42,186.33
201108091950,3.12,0.29,185.63
201108092000,3.1,0.28,194.83
201108092010,2.93,0.37,198.53
201108092020,2.92,0.5,204.63
201108092030,2.81,0.28,219.43
201108092040,3.36,0.41,207.13
201108092050,3.37,0.46,216.03
201108092100,3.49,0.27,221.23
201108092110,3.89,0.26,215.73
201108092120,3.61,0.36,223.83
201108092130,3.26,0.41,226.23
201108092140,3.92,0.26,230.53
201108092150,3.68,0.22,219.73
201108092200,3.53,0.35,217.93
201108092210,2.87,0.25,218.33
201108092220,2.72,0.36,213.93
201108092230,2.39,0.45,202.13
201108092240,2.12,0.48,179.03
201108092250,1.31,0.35,165.73
201108092300,2.24,0.49,156.53
201108092310,3.19,0.57,147.63
201108092320,4.35,0.84,166.73
201108092330,4.84,0.23,163.33
201108092340,4.49,0.41,163.03
201108092350,4.07,0.27,171.23
201108100000,4.59,0.21,170.43
201108100010,4.28,0.17,171.63
201108100020,3.84,0.24,160.23
201108100030,3.6,0.39,155.73
201108100040,3.74,0.3,151.43
201108100050,2.72,0.22,148.43
201108100100,2.44,0.27,145.03
201108100110,2.44,0.32,131.43
201108100120,2.73,0.21,109.83
201108100130,1.76,0.23,96.93
201108100140,1.95,0.17,96.63
201108100150,2.68,0.18,87.63
201108100200,2.86,0.31,78.63
201108100210,2.57,0.29,79.03
201108100220,2.35,0.24,82.03
201108100230,2.11,0.52,76.83
201108100240,0.96,0.23,72.23
201108100250,0.88,0.24,68.43
201108100300,1.12,0.2,68.43
201108100310,0.52,0.3,68.43
201108100320,0.54,0.31,68.43
201108100330,0.87,0.19,68.43
201108100340,0.67,0.26,68.43
201108100350,0.42,0.18,68.43
201108100400,0.24,0,68.43
201108100410,0.86,0.49,59.3
201108100420,1.43,0.21,8.02
201108100430,1.45,0.22,28.36
201108100440,1.92,0.27,45.26
201108100450,2.54,0.21,46.57
201108100500,2.19,0.27,33.86
201108100510,2.05,0.23,23.63
201108100520,1.99,0.21,20.03
201108100530,1.93,0.22,19.51
201108100540,1.96,0.22,27.22
201108100550,2,0.19,34.88
201108100600,2.21,0.18,45.8
201108100610,2.43,0.27,46.17
201108100620,2.58,0.29,40.42
201108100630,2.55,0.39,48.55
201108100640,2.88,0.3,57.86
201108100650,3.12,0.34,54.22
201108100700,3.3,0.35,49.28
201108100710,3.35,0.27,54.64
201108100720,3.42,0.33,49.57
201108100730,3.43,0.41,48.48
201108100740,3.42,0.28,46.63
201108100750,3.78,0.35,52.36
201108100800,3.91,0.45,56.6
201108100810,4.02,0.43,54.45
201108100820,3.34,0.36,60.11
201108100830,3.81,0.4,60.93
201108100840,3.3,0.3,68.43
201108100850,3.59,0.41,71.73
201108100900,2.85,0.46,68.13
201108100910,2.3,0.26,76.73
201108100920,1.88,0.35,80.43
201108100930,0.82,0.46,74.83
201108100940,1.29,0.47,217.63
201108100950,2.35,0.38,224.73
201108101000,3.11,0.44,228.13
201108101010,3.74,0.36,218.23
201108101020,3.79,0.37,207.03
201108101030,4.09,0.46,210.13
201108101040,4.33,0.56,213.93
201108101050,5.01,0.39,213.53
201108101100,5.17,0.52,205.23
201108101110,4.72,0.69,210.43
201108101120,5.34,0.65,200.43
201108101130,4.77,0.66,197.03
201108101140,4.04,0.55,196.53
201108101150,4.12,0.49,195.93
201108101200,3.65,0.47,198.03
201108101210,3.42,0.48,194.63
201108101220,2.87,0.6,192.33
201108101230,2.44,0.6,193.43
201108101240,2.33,0.64,191.13
201108101250,2.83,0.53,222.43
201108101300,2.97,0.71,227.73
201108101310,2.91,0.84,228.43
201108101320,2.37,0.41,222.83
201108101330,2.75,0.48,233.83
201108101340,3.36,0.43,237.03
201108101350,4.65,0.74,242.13
201108101400,5.07,0.62,237.13
201108101410,4.55,0.57,232.83
201108101420,4.67,0.51,231.13
201108101430,4.76,0.54,235.73
201108101440,4.56,0.7,232.83
201108101450,4.19,0.49,234.53
201108101500,4.06,0.5,232.43
201108101510,3.58,0.54,230.73
201108101520,3.37,0.38,230.13
201108101530,4.35,0.5,217.03
201108101540,5.21,0.45,221.53
201108101550,5.67,0.57,228.53
201108101600,4.81,0.44,221.63
201108101610,4.37,0.39,223.03
201108101620,4.31,0.47,229.53
201108101630,4.68,0.53,228.73
201108101640,5.06,0.5,228.93
201108101650,5.35,0.52,231.73
201108101700,6.24,0.74,229.63
201108101710,6.27,0.56,227.43
201108101720,6.49,0.76,229.23
201108101730,8.19,0.93,222.63
201108101740,7.67,0.69,218.23
201108101750,7.16,0.88,214.63
201108101800,7.4,0.58,212.63
201108101810,7.07,0.57,205.03
201108101820,7.16,0.57,198.03
201108101830,5.78,0.74,197.93
201108101840,5.69,0.68,185.93
201108101850,5.21,0.58,172.03
201108101900,4.06,0.6,164.53
201108101910,4.19,0.48,160.03
201108101920,3.59,0.56,151.63
201108101930,2.94,0.57,143.23
201108101940,2.17,0.51,169.13
201108101950,2.53,0.37,182.03
201108102000,1.5,0.35,195.43
201108102010,1.82,0.39,200.73
201108102020,1.57,0.22,197.83
201108102030,1.39,0.22,202.43
201108102040,0.7,0.39,203.73
201108102050,1.17,0.31,213.53
201108102100,2.35,0.34,277.33
201108102110,2.81,0.15,252.73
201108102120,2.86,0.31,234.63
201108102130,2.89,0.25,227.53
201108102140,3.44,0.5,226.93
201108102150,2.97,0.53,207.43
201108102200,2.34,0.38,199.03
201108102210,3.6,0.44,214.83
201108102220,4.01,0.55,207.73
201108102230,4.72,0.58,205.23
201108102240,4.22,0.66,200.03
201108102250,3.61,0.63,191.83
201108102300,3.42,0.59,182.93
201108102310,3.34,0.42,169.93
201108102320,3.29,0.38,156.03
201108102330,2.95,0.4,170.13
201108102340,2.41,0.38,158.63
201108102350,2.56,0.45,156.63
201108110000,2.71,0.53,153.33
201108110010,2.41,0.46,167.73
201108110020,2.85,0.45,166.43
201108110030,3.12,0.56,181.33
201108110040,2.59,0.47,167.93
201108110050,2.42,0.52,152.83
201108110100,2.27,0.32,171.73
201108110110,2.23,0.44,158.53
201108110120,2.48,0.45,167.53
201108110130,1.95,0.39,163.23
201108110140,1.8,0.41,158.43
201108110150,1.7,0.34,128.23
201108110200,1.82,0.37,158.43
201108110210,2.32,0.35,143.63
201108110220,2.6,0.28,142.53
201108110230,1.94,0.43,131.33
201108110240,1.59,0.38,112.43
201108110250,1.46,0.33,97.03
201108110300,1.39,0.65,98.93
201108110310,1.28,0.29,69.53
201108110320,1.14,0.44,97.53
201108110330,1.64,0.41,125.03
201108110340,1.42,0.47,147.13
201108110350,1.78,0.27,132.33
201108110400,1.66,0.5,92.93
201108110410,1.46,0.52,98.03
201108110420,1.17,0.32,148.73
201108110430,0.99,0.29,142.03
201108110440,1.09,0.33,131.73
201108110450,1.45,0.37,125.53
201108110500,0.67,0.27,135.83
201108110510,0.62,0.3,162.03
201108110520,0.62,0.28,239.33
201108110530,0.52,0.32,165.63
201108110540,0.92,0.56,128.33
201108110550,1.69,0.4,91.33
201108110600,1.47,0.49,79.13
201108110610,1.24,0.3,106.23
201108110620,1.55,0.28,92.93
201108110630,2.04,0.46,65.63
201108110640,2.93,0.35,65.93
201108110650,3.48,0.47,62.03
201108110700,3.68,0.42,62.53
201108110710,3.44,0.53,54.84
201108110720,3.57,0.33,53.44
201108110730,2.84,0.56,47.48
201108110740,2.45,0.65,49.05
201108110750,2.66,0.47,42.1
201108110800,2.34,0.65,46.09
201108110810,2.67,0.35,29.46
201108110820,2.07,0.58,28.59
201108110830,1.73,0.56,35.62
201108110840,1.11,0.39,48.36
201108110850,1.1,0.63,37.33
201108110900,2.01,0.43,265.93
201108110910,1.9,0.42,218.83
201108110920,2.92,0.36,226.93
201108110930,1.55,0.43,189.03
201108110940,1.55,0.43,180.13
201108110950,2.3,0.53,212.43
201108111000,2.41,0.58,198.23
201108111010,3.39,0.48,198.03
201108111020,2.68,0.6,193.33
201108111030,2.3,0.49,163.03
201108111040,1.76,0.5,159.83
201108111050,2.08,0.4,118.13
201108111100,1.87,0.31,135.23
201108111110,1.69,0.61,160.83
201108111120,1.83,0.58,163.13
201108111130,1.99,0.48,146.53
201108111140,1.4,0.42,121.53
201108111150,1.23,0.47,67.33
201108111200,1.07,0.47,81.13
201108111210,1.11,0.39,152.93
201108111220,0.9,0.38,357.58
201108111230,1.64,0.63,265.73
201108111240,1.96,0.54,247.13
201108111250,2.24,0.57,229.13
201108111300,2.92,0.65,226.53
201108111310,3.2,0.69,223.53
201108111320,4.16,0.58,219.33
201108111330,4.46,0.69,216.93
201108111340,5.49,0.71,223.53
201108111350,6.36,0.73,226.03
201108111400,6.77,0.68,225.53
201108111410,6.76,0.72,219.43
201108111420,7.02,0.76,207.53
201108111430,7.27,0.76,207.13
201108111440,7.72,0.67,207.83
201108111450,7.49,0.88,204.53
201108111500,7.99,0.89,207.03
201108111510,8.15,0.81,204.93
201108111520,7.69,0.64,200.03
201108111530,7.85,0.63,201.53
201108111540,7.48,0.77,198.73
201108111550,7.57,0.68,196.73
201108111600,7.22,0.66,195.33
201108111610,6.95,0.54,195.93
201108111620,6.91,0.64,195.63
201108111630,6.67,0.52,195.73
201108111640,6.09,0.52,191.83
201108111650,5.94,0.47,196.63
201108111700,5.8,0.6,194.73
201108111710,5.19,0.62,181.83
201108111720,5.47,0.45,175.73
201108111730,5.14,0.49,179.33
201108111740,5.62,0.59,183.13
201108111750,5.52,0.46,183.93
201108111800,5.51,0.46,187.13
201108111810,5.04,0.46,185.43
201108111820,4.45,0.66,189.53
201108111830,4.37,0.57,194.23
201108111840,4.36,0.44,187.13
201108111850,4.92,0.4,187.83
201108111900,4.85,0.43,194.13
201108111910,5.49,0.37,194.03
201108111920,5.02,0.56,189.33
201108111930,4.8,0.33,186.63
201108111940,5.28,0.41,181.93
201108111950,6.02,0.4,178.73
201108112000,6.36,0.27,177.53
201108112010,5.97,0.25,176.73
201108112020,5.83,0.43,175.63
201108112030,6.24,0.44,172.13
201108112040,7.38,0.63,167.03
201108112050,7.84,0.62,164.43
201108112100,7.97,0.55,165.43
201108112110,7.78,0.56,164.53
201108112120,7.59,0.61,162.43
201108112130,7.13,0.55,166.53
201108112140,6.49,0.59,168.23
201108112150,5.9,0.45,162.13
201108112200,6,0.41,154.73
201108112210,6.01,0.37,155.33
201108112220,5.49,0.48,164.83
201108112230,5.67,0.5,173.13
201108112240,5.82,0.54,167.93
201108112250,4.41,0.78,173.23
201108112300,2.75,0.63,172.03
201108112310,2.76,0.7,163.83
201108112320,3.85,0.35,162.83
201108112330,3.18,0.62,173.43
